split,class,file,min_border_dist,f6_border_touch,f9_reflect,s_fit,s_used,cent_dist_f6,cent_dist_f9,cent_dist_delta_f9_minus_f6,lesion_frac_f6,lesion_frac_f9,lesion_frac_delta,img_diff_mean,img_diff_p95
teste,benigno,IMG000479.jpeg,404,False,False,0.5253077975376197,0.5253077975376197,11.924864768981934,11.957352638244629,0.03248786926269531,0.109500974,0.10945881,-4.2162836e-05,2.49884033203125,11.0
teste,benigno,IMG000485.jpeg,508,False,False,0.3506849315068493,0.3506849315068493,5.928330898284912,5.758876323699951,-0.16945457458496094,0.13371894,0.13376708,4.814565e-05,4.944607204861111,18.0
teste,benigno,IMG000502.jpeg,889,False,False,2.6482758620689655,1.5,2.1089694499969482,1.3604559898376465,-0.7485134601593018,0.041347604,0.04125274,-9.486452e-05,1.0332370334201388,6.0
teste,benigno,IMG000509.jpeg,693,False,False,1.8113207547169812,1.5,11.745039939880371,11.745039939880371,0.0,0.12585634,0.12585634,0.0,0.2560017903645833,1.0
teste,benigno,IMG000512.jpeg,463,False,False,1.6916299559471366,1.5,3.8414618968963623,3.576594591140747,-0.26486730575561523,0.117539644,0.11750081,-3.8832426e-05,4.082302517361111,18.0
teste,benigno,IMG000521.jpeg,1005,False,False,0.9230769230769231,0.9230769230769231,3.6740760803222656,4.629541873931885,0.9554657936096191,0.20145562,0.20140964,-4.5984983e-05,7.36821605541088,24.0
teste,benigno,IMG000526.jpeg,532,False,False,0.500651890482399,0.500651890482399,5.353602409362793,5.353034019470215,-0.000568389892578125,0.09938256,0.09922946,-0.00015309453,2.1928914388020835,10.0
teste,benigno,IMG000528.jpeg,514,False,False,1.443609022556391,1.443609022556391,14.917537689208984,14.24203872680664,-0.6754989624023438,0.13539083,0.13513638,-0.00025445223,2.920193142361111,12.0
teste,benigno,IMG000548.jpeg,633,False,False,3.1475409836065573,1.5,1.5854264497756958,1.7341980934143066,0.14877164363861084,0.033946022,0.033946045,2.2351742e-08,0.6661716037326388,4.0
teste,benigno,IMG000550.jpeg,846,False,False,2.3703703703703702,1.5,4.704723358154297,4.319050312042236,-0.38567304611206055,0.022570543,0.022570537,-5.5879354e-09,0.7173800998263888,5.0
teste,benigno,IMG000563.jpeg,974,False,False,1.465648854961832,1.465648854961832,8.691360473632812,8.689064025878906,-0.00229644775390625,0.20451145,0.20429339,-0.0002180636,1.8765733506944444,5.0
teste,benigno,IMG000570.jpeg,0,False,False,0.44341801385681295,0.44341801385681295,28.48444175720215,28.48090362548828,-0.0035381317138671875,0.078992635,0.078913145,-7.9490244e-05,0.7566121419270834,3.0
teste,benigno,IMG000576.jpeg,0,False,False,1.0756302521008403,1.0756302521008403,40.05390167236328,40.055824279785156,0.001922607421875,0.14479262,0.14502189,0.00022926927,1.5205507631655093,5.0
teste,benigno,IMG000613.jpeg,566,False,False,0.46886446886446886,0.46886446886446886,3.806703805923462,3.8203988075256348,0.013695001602172852,0.06604765,0.06632178,0.0002741292,1.13006591796875,6.0
teste,benigno,IMG000614.jpeg,789,False,False,0.5462304409672831,0.5462304409672831,8.407929420471191,8.407258033752441,-0.00067138671875,0.08814809,0.087964855,-0.00018323213,1.2449747721354167,6.0
teste,benigno,IMG000619.jpeg,757,False,False,2.169491525423729,1.5,6.526712894439697,6.616876602172852,0.0901637077331543,0.033875644,0.033673413,-0.00020223111,1.9686234085648149,12.0
teste,benigno,IMG000620.jpeg,638,False,False,1.4883720930232558,1.4883720930232558,7.469837665557861,7.424476146697998,-0.04536151885986328,0.16890664,0.1689824,7.57575e-05,3.5718248155381946,11.0
teste,benigno,IMG000622.jpeg,733,False,False,0.8329718004338394,0.8329718004338394,4.856366157531738,4.5472822189331055,-0.3090839385986328,0.19198367,0.19170772,-0.0002759546,7.581312391493055,22.0
teste,benigno,IMG000626.jpeg,697,False,False,1.471264367816092,1.471264367816092,20.887714385986328,20.994853973388672,0.10713958740234375,0.069646515,0.06953217,-0.00011434406,1.8330530237268519,9.0
teste,benigno,IMG000627.jpeg,759,False,False,2.064516129032258,1.5,6.961855888366699,7.148454189300537,0.1865983009338379,0.055185273,0.055058703,-0.00012657046,3.4464518229166665,16.0
teste,benigno,IMG000632.jpeg,216,False,False,1.92964824120603,1.5,10.37203311920166,9.917644500732422,-0.4543886184692383,0.078215815,0.07816225,-5.3562224e-05,5.042514377170139,22.0
teste,benigno,IMG000635.jpeg,406,False,False,3.0236220472440944,1.5,4.2616119384765625,5.17963171005249,0.9180197715759277,0.022459308,0.022416042,-4.326552e-05,1.1513739691840277,7.0
teste,benigno,IMG000636.jpeg,101,False,False,1.6695652173913043,1.5,2.4301037788391113,3.1137702465057373,0.683666467666626,0.08118892,0.08118894,2.2351742e-08,1.8836466471354167,8.0
teste,benigno,IMG000637.jpeg,31,True,False,1.6695652173913043,1.5,12.86530590057373,25.594266891479492,12.728960990905762,0.044722334,0.04463829,-8.404255e-05,21.288438585069443,60.0
teste,benigno,IMG000641.jpeg,547,False,False,2.1333333333333333,1.5,7.132845401763916,7.191964626312256,0.059119224548339844,0.03161152,0.031534806,-7.67149e-05,1.1860690646701388,6.0
teste,benigno,IMG000653.jpeg,586,False,False,0.9896907216494846,0.9896907216494846,2.6760292053222656,1.8989149332046509,-0.7771142721176147,0.21842606,0.21854335,0.00011728704,8.888916015625,24.0
teste,benigno,IMG000676.jpeg,337,False,False,0.8016701461377871,0.8016701461377871,2.7432563304901123,2.425570249557495,-0.3176860809326172,0.20090617,0.20120321,0.00029703975,6.043592664930555,18.0
teste,benigno,IMG000690.jpeg,0,True,False,0.489171974522293,0.489171974522293,1.7667853832244873,100.08815002441406,98.32136464118958,0.10315212,0.10312411,-2.8006732e-05,52.72228325737847,123.0
teste,benigno,IMG000694.jpeg,875,False,False,1.2113564668769716,1.2113564668769716,6.405473709106445,6.355800628662109,-0.04967308044433594,0.18718065,0.18689956,-0.0002810955,2.0003955982349537,6.0
teste,benigno,IMG000698.jpeg,555,False,False,1.1962616822429906,1.1962616822429906,4.353923320770264,4.248112678527832,-0.10581064224243164,0.13346468,0.13316822,-0.0002964586,1.1334025065104167,4.0
teste,benigno,IMG000701.jpeg,954,False,False,1.6,1.5,8.51350212097168,8.219343185424805,-0.294158935546875,0.10660867,0.10644812,-0.00016054511,5.710159866898148,17.0
teste,benigno,IMG000709.jpeg,408,False,False,2.075675675675676,1.5,12.485522270202637,13.096892356872559,0.6113700866699219,0.10939276,0.10919601,-0.00019675493,3.2928331163194446,15.0
teste,benigno,IMG000719.jpeg,0,True,True,0.1926743602609132,0.1926743602609132,40.01863098144531,42.31615447998047,2.2975234985351562,0.087142736,0.087281734,0.00013899803,20.733045789930557,78.0
teste,benigno,IMG000723.jpeg,473,False,False,1.517786561264822,1.5,18.46785545349121,19.156089782714844,0.6882343292236328,0.0807017,0.08059554,-0.00010616332,1.6401774088541667,7.0
teste,benigno,IMG000727.jpeg,679,False,False,1.1636363636363636,1.1636363636363636,19.817535400390625,20.108739852905273,0.29120445251464844,0.06383955,0.06372954,-0.00011000782,3.1766764322916665,15.0
teste,benigno,IMG000737.jpeg,382,False,False,1.6695652173913043,1.5,7.596566677093506,6.89408540725708,-0.7024812698364258,0.11172577,0.11172581,3.7252903e-08,3.2282172309027777,12.0
teste,benigno,IMG000743.jpeg,552,False,False,2.4935064935064934,1.5,4.783056735992432,5.238775730133057,0.455718994140625,0.03068602,0.030686034,1.3038516e-08,0.55450439453125,3.0
teste,benigno,IMG000745.jpeg,376,False,False,0.6213592233009708,0.6213592233009708,18.33805274963379,18.33763885498047,-0.0004138946533203125,0.06465485,0.06460957,-4.527718e-05,1.0505303276909723,4.0
teste,benigno,IMG000755.jpeg,221,False,False,1.5238095238095237,1.5,12.703381538391113,13.136909484863281,0.43352794647216797,0.066127725,0.06600879,-0.00011893362,5.152074743200232,19.0
teste,benigno,IMG000759.jpeg,541,False,False,0.31143552311435524,0.31143552311435524,5.122259140014648,5.614938735961914,0.4926795959472656,0.122504435,0.12236789,-0.00013654679,2.6495338722511574,13.0
teste,benigno,IMG000775.jpeg,180,False,False,0.8687782805429864,0.8687782805429864,15.654353141784668,15.610672950744629,-0.04368019104003906,0.13408467,0.13384914,-0.00023552775,5.826033980758102,21.0
teste,benigno,IMG000791.jpeg,231,False,False,2.56,1.5,1.2543308734893799,0.5695468187332153,-0.6847840547561646,0.075274386,0.075096875,-0.00017751008,2.9603339301215277,15.0
teste,benigno,IMG000797.jpeg,173,False,False,4.266666666666667,1.5,6.316483020782471,6.150411128997803,-0.16607189178466797,0.018707063,0.018707117,5.401671e-08,0.8058675130208334,5.0
teste,benigno,IMG000798.jpeg,27,False,False,1.5673469387755101,1.5,20.231517791748047,19.183320999145508,-1.048196792602539,0.03263486,0.0326441,9.23872e-06,8.46258544921875,29.0
teste,benigno,IMG000799.jpeg,105,False,False,1.5737704918032787,1.5,16.116771697998047,15.91534423828125,-0.20142745971679688,0.07558506,0.07534587,-0.00023919344,4.170505099826389,20.0
teste,benigno,IMG000800.jpeg,175,False,False,4.0,1.5,3.0565433502197266,2.992230176925659,-0.06431317329406738,0.031907506,0.032019872,0.00011236593,0.8441636827256944,6.0
teste,benigno,IMG000812.jpeg,210,False,False,1.4883720930232558,1.4883720930232558,2.047572135925293,2.0496695041656494,0.0020973682403564453,0.1790019,0.17920022,0.00019831955,2.038540310329861,6.0
teste,benigno,IMG000827.jpeg,249,False,False,2.802919708029197,1.5,6.119266510009766,6.695723533630371,0.5764570236206055,0.028023085,0.027955089,-6.799586e-05,1.7365451388888888,11.0
teste,benigno,IMG000835.jpeg,76,False,False,1.6916299559471366,1.5,5.186582088470459,6.246196269989014,1.0596141815185547,0.12220386,0.12214819,-5.5663288e-05,3.645733868634259,14.0
teste,benigno,IMG000843.jpeg,355,False,False,1.8373205741626795,1.5,1.5928080081939697,2.0753796100616455,0.4825716018676758,0.098514386,0.098357484,-0.00015690178,0.4429931640625,2.0
teste,benigno,IMG000847.jpeg,342,False,False,1.0666666666666667,1.0666666666666667,1.1828279495239258,1.1824984550476074,-0.0003294944763183594,0.1318784,0.13171044,-0.00016796589,1.7748616536458333,5.0
teste,benigno,IMG000862.jpeg,347,False,False,0.38247011952191234,0.38247011952191234,6.656686305999756,6.648062229156494,-0.008624076843261719,0.12060407,0.120342374,-0.0002616942,1.8102891710069444,8.0
teste,benigno,IMG000867.jpeg,470,False,False,3.0236220472440944,1.5,7.405325412750244,8.18620491027832,0.7808794975280762,0.026108516,0.026269415,0.00016089901,1.4922417534722223,10.0
teste,benigno,IMG000876.jpeg,458,False,False,1.4222222222222223,1.4222222222222223,13.706441879272461,13.745779037475586,0.039337158203125,0.03999035,0.040147193,0.00015684217,0.8040635850694444,5.0
teste,benigno,IMG000877.jpeg,0,True,False,0.2501628664495114,0.2501628664495114,24.597177505493164,24.18036651611328,-0.4168109893798828,0.00033265684,0.0003328787,2.218585e-07,8.133472583912036,33.0
teste,benigno,IMG000881.jpeg,539,False,False,1.292929292929293,1.292929292929293,24.811134338378906,24.815868377685547,0.004734039306640625,0.07109659,0.07121492,0.00011833012,0.8607109917534722,4.0
teste,benigno,IMG000882.jpeg,304,False,False,1.024,1.024,16.192121505737305,16.395658493041992,0.2035369873046875,0.08935742,0.0893616,4.1797757e-06,2.1910603841145835,9.0
teste,benigno,IMG000883.jpeg,300,False,False,0.8609865470852018,0.8609865470852018,25.0594425201416,24.72062873840332,-0.33881378173828125,0.092072584,0.09203759,-3.4995377e-05,3.270297580295139,9.0
teste,benigno,IMG000884.jpeg,240,False,False,0.8170212765957446,0.8170212765957446,8.520495414733887,8.864389419555664,0.34389400482177734,0.08077315,0.08065857,-0.00011458248,3.0130615234375,13.0
teste,benigno,IMG000895.jpeg,239,False,False,0.43291995490417134,0.43291995490417134,67.66261291503906,67.29299926757812,-0.3696136474609375,0.0017383727,0.0017375632,-8.0955215e-07,2.293522587528935,7.0
teste,benigno,IMG000899.jpeg,271,False,False,2.245614035087719,1.5,12.142970085144043,11.084189414978027,-1.0587806701660156,0.06862508,0.06860961,-1.5467405e-05,1.950927734375,9.0
teste,benigno,IMG000917.jpeg,327,False,False,5.1891891891891895,1.5,2.8917300701141357,3.2046492099761963,0.31291913986206055,0.008932074,0.008986539,5.4465607e-05,0.2180514865451389,1.0
teste,benigno,IMG000919.jpeg,300,False,False,2.6482758620689655,1.5,1.0782434940338135,1.9632502794265747,0.8850067853927612,0.011666636,0.011639853,-2.6782975e-05,0.5400187174479166,4.0
teste,benigno,IMG000922.jpeg,612,False,False,6.0,1.5,1.7574065923690796,1.086243987083435,-0.6711626052856445,0.0055123367,0.005551749,3.9412174e-05,0.24924723307291666,1.0
teste,benigno,IMG000934.jpeg,278,False,False,1.855072463768116,1.5,15.388893127441406,16.135086059570312,0.7461929321289062,0.08619413,0.08633314,0.00013901293,1.8500795717592593,7.0
teste,benigno,IMG000935.jpeg,886,False,False,1.6695652173913043,1.5,0.45805150270462036,0.6263425946235657,0.1682910919189453,0.0868628,0.08661599,-0.00024681538,2.3024314597800926,11.0
teste,benigno,IMG000938.jpeg,0,True,True,0.22966507177033493,0.22966507177033493,23.569765090942383,23.68295669555664,0.11319160461425781,0.038008213,0.03809081,8.259714e-05,4.588993778935185,16.0
teste,benigno,IMG000945.jpeg,128,False,False,0.29583975346687214,0.29583975346687214,18.225034713745117,17.945266723632812,-0.2797679901123047,0.013151103,0.01315301,1.9073486e-06,1.5096910264756944,7.0
teste,benigno,IMG000955.jpeg,663,False,False,1.4941634241245136,1.4941634241245136,8.380937576293945,8.758387565612793,0.37744998931884766,0.08173859,0.0815983,-0.00014029443,1.7044225622106481,6.0
teste,benigno,IMG000961.jpeg,312,False,False,0.8329718004338394,0.8329718004338394,8.005266189575195,7.953555583953857,-0.05171060562133789,0.04481876,0.044799328,-1.9431114e-05,0.3785422996238426,2.0
teste,benigno,IMG000965.jpeg,572,False,False,1.177914110429448,1.177914110429448,2.8695449829101562,2.9712889194488525,0.10174393653869629,0.11304508,0.1128717,-0.00017338246,2.423256202980324,9.0
teste,benigno,IMG000978.jpeg,253,False,False,0.6666666666666666,0.6666666666666666,10.834043502807617,11.354140281677246,0.5200967788696289,0.17966516,0.17985296,0.00018779933,7.271369086371528,28.0
teste,benigno,IMG000983.jpeg,102,False,False,0.9230769230769231,0.9230769230769231,6.878152847290039,6.332491874694824,-0.5456609725952148,0.063138925,0.06309878,-4.014373e-05,2.1394969798900463,11.0
teste,benigno,IMG000984.jpeg,534,False,False,0.7664670658682635,0.7664670658682635,4.913445472717285,4.988701343536377,0.0752558708190918,0.110609785,0.11054027,-6.951392e-05,1.4341701931423612,6.0
teste,benigno,IMG000987.jpeg,305,False,False,1.2549019607843137,1.2549019607843137,17.612884521484375,17.25004005432129,-0.36284446716308594,0.10481567,0.10493117,0.0001154989,4.274461534288195,16.0
teste,benigno,IMG000999.jpeg,350,False,False,0.49548387096774194,0.49548387096774194,7.601195812225342,7.183844089508057,-0.41735172271728516,0.09193967,0.0917892,-0.00015047193,2.386248553240741,10.0
teste,benigno,IMG001002.jpeg,0,True,True,0.190004948045522,0.190004948045522,66.96421813964844,106.19722747802734,39.233009338378906,0.013029171,0.012958273,-7.089786e-05,33.67344835069444,73.0
teste,benigno,IMG001005.jpeg,435,False,False,1.2307692307692308,1.2307692307692308,17.792545318603516,18.047897338867188,0.2553520202636719,0.044484563,0.044535697,5.1133335e-05,1.3120546694155093,6.0
teste,benigno,IMG001011.jpeg,182,False,False,2.8444444444444446,1.5,4.473154544830322,5.22914981842041,0.7559952735900879,0.041907065,0.0420108,0.000103734434,0.7089120370370371,4.0
teste,benigno,IMG001012.jpeg,181,False,False,3.282051282051282,1.5,3.4934544563293457,4.400284767150879,0.9068303108215332,0.038156286,0.038176432,2.014637e-05,0.7395833333333334,5.0
teste,benigno,IMG001015.jpeg,308,False,False,0.540084388185654,0.540084388185654,19.930030822753906,19.891368865966797,-0.038661956787109375,0.105456024,0.105634764,0.00017873943,2.6536390516493054,11.0
teste,benigno,IMG001027.jpeg,431,False,False,0.9576059850374065,0.9576059850374065,6.65744161605835,6.651927947998047,-0.005513668060302734,0.069661826,0.069885194,0.0002233684,0.8078681098090278,4.0
teste,benigno,IMG001030.jpeg,168,False,False,0.6305418719211823,0.6305418719211823,5.731137275695801,6.019361972808838,0.2882246971130371,0.15645446,0.15664595,0.00019149482,1.14544677734375,4.0
teste,benigno,IMG001031.jpeg,528,False,False,1.3473684210526315,1.3473684210526315,20.164363861083984,20.16911506652832,0.0047512054443359375,0.0825223,0.08261164,8.933991e-05,0.8799144603587963,4.0
teste,benigno,IMG001040.jpeg,298,False,False,0.6264274061990212,0.6264274061990212,21.346622467041016,21.283554077148438,-0.06306838989257812,0.1218963,0.12194232,4.6022236e-05,1.8195348668981481,6.0
teste,benigno,IMG001041.jpeg,162,False,False,0.5079365079365079,0.5079365079365079,23.906362533569336,23.906723022460938,0.0003604888916015625,0.07958648,0.079694815,0.00010833144,1.43902587890625,6.0
teste,benigno,IMG001051.jpeg,257,False,False,0.5953488372093023,0.5953488372093023,5.587923526763916,5.665641784667969,0.07771825790405273,0.13444436,0.1341644,-0.00027996302,2.5450236002604165,11.0
teste,benigno,IMG001067.jpeg,304,False,False,2.1818181818181817,1.5,13.075679779052734,13.075679779052734,0.0,0.028744426,0.028744426,0.0,0.10095893012152778,1.0
teste,benigno,IMG001071.jpeg,299,False,False,1.0786516853932584,1.0786516853932584,8.812019348144531,8.837041854858398,0.025022506713867188,0.12971498,0.12953477,-0.00018021464,2.9937744140625,10.0
teste,benigno,IMG001076.jpeg,0,True,False,0.4904214559386973,0.4904214559386973,12.658035278320312,19.415771484375,6.7577362060546875,0.045825418,0.045856304,3.0886382e-05,21.790445963541668,61.0
teste,benigno,IMG001090.jpeg,503,False,False,0.987146529562982,0.987146529562982,9.113297462463379,8.652517318725586,-0.46078014373779297,0.06863809,0.068548344,-8.974224e-05,1.5022989908854167,7.0
teste,benigno,IMG001092.jpeg,0,True,True,0.23174411587205793,0.23174411587205793,34.1754150390625,90.1126937866211,55.937278747558594,0.052078485,0.05202099,-5.749613e-05,71.86197690610533,153.0
teste,benigno,IMG001096.jpeg,508,False,False,1.4222222222222223,1.4222222222222223,3.7001078128814697,3.700434684753418,0.0003268718719482422,0.12410031,0.124254756,0.00015444309,4.693311903211805,16.0
teste,benigno,IMG001099.jpeg,0,True,True,0.4746600741656366,0.4746600741656366,14.713702201843262,19.35300064086914,4.639298439025879,0.038395047,0.038372397,-2.2649765e-05,21.720775462962962,94.0
teste,benigno,IMG001106.jpeg,0,False,False,0.1947261663286004,0.1947261663286004,102.2130126953125,102.21438598632812,0.001373291015625,0.023017062,0.023050375,3.331341e-05,1.0333794487847223,5.0
teste,benigno,IMG001107.jpeg,640,False,False,0.44807467911318555,0.44807467911318555,13.412240982055664,13.699688911437988,0.2874479293823242,0.20370188,0.20387052,0.00016863644,4.025105794270833,11.0
teste,benigno,IMG001114.jpeg,401,False,False,2.430379746835443,1.5,2.84686017036438,3.7170250415802,0.8701648712158203,0.05968048,0.059842613,0.00016213208,0.8075516312210648,5.0
teste,benigno,IMG001119.jpeg,304,False,False,0.2456813819577735,0.2456813819577735,19.931201934814453,19.902307510375977,-0.028894424438476562,0.0987061,0.098695904,-1.0192394e-05,1.57855224609375,5.0
teste,benigno,IMG001127.jpeg,380,False,False,1.7066666666666668,1.5,10.8151273727417,10.174652099609375,-0.6404752731323242,0.09749806,0.09735383,-0.00014422834,1.420543529369213,5.0
teste,benigno,IMG001133.jpeg,863,False,False,0.38095238095238093,0.38095238095238093,14.24271297454834,14.17658805847168,-0.06612491607666016,0.009816819,0.009816832,1.3038516e-08,2.3729994032118054,9.0
teste,benigno,IMG001164.jpeg,449,False,False,1.310580204778157,1.310580204778157,14.392184257507324,14.398910522460938,0.006726264953613281,0.19207817,0.19197509,-0.00010308623,3.5265570746527777,11.0
teste,benigno,IMG001165.jpeg,221,False,False,0.9795918367346939,0.9795918367346939,15.050725936889648,14.956656455993652,-0.0940694808959961,0.12514618,0.12520052,5.4344535e-05,1.5880488642939814,6.0
teste,benigno,IMG001187.jpeg,102,False,False,0.27487473156764497,0.27487473156764497,3.718656301498413,3.71844482421875,-0.00021147727966308594,0.19322231,0.1932065,-1.5810132e-05,0.7953852900752315,3.0
teste,benigno,IMG001190.jpeg,423,False,False,0.3342036553524804,0.3342036553524804,7.474969863891602,7.474910736083984,-5.91278076171875e-05,0.20111148,0.20110321,-8.2701445e-06,0.5870135271990741,3.0
teste,benigno,IMG001191.jpeg,397,False,False,0.35489833641404805,0.35489833641404805,10.52685260772705,10.597986221313477,0.07113361358642578,0.1137663,0.11369619,-7.010996e-05,1.5840702763310186,7.0
